sample_id,meta,joke_a_text,joke_b_text,expected,winner_source,image_description,image_uncanny_description
c80ca6eb09eb0ef39ad776eef5ebdd73,NYCC train c80ca6eb09eb0ef39ad776eef5ebdd73,"Don't worry, we've got a killer strategy.",Who'd have thought they'd get you for tax evasion.,Joke B,crowd_winner,There is a lawyer in a suit at a desk talking to the Grim Reaper in a court room. The lawyer has a consoling look on his face while the Grim Reaper's face is absent. In the background are court room spectators looking forward.,It is unusual that the Grim Reaper has a lawyer and is in a courtroom.
30a2d86a49e533f313182f78575965f3,NYCC train 30a2d86a49e533f313182f78575965f3,Apparently we have tbe same ring tone.,"Siri, how far can a hunchback jump?",Joke B,crowd_winner,There is a woman who is on the phone and watering a plant on her balcony of a multi story apartment complex. To the right there is a man who is crouched while standing on the very top of a church steeple. The man is watching the woman who is on the phone.,It is unusual for a man to be standing on the top of a church steeple. It is also unusual for a church to be placed right next to an apartment complex.
75c53325377dd4305512c75b1f5d8114,NYCC train 75c53325377dd4305512c75b1f5d8114,It's been tested on humans.,I say we bell the cat and stay put.,Joke A,official_winner,Mice are working together to construct a maze. They are going over the blueprints of the maze.,"Mice do not set up mazes, humans do for mice to follow."
e6c9c7cf117964623b9642895fc21777,NYCC train e6c9c7cf117964623b9642895fc21777,It didn't really bother me until they discovered fire.,They're always fighting about who gets to ride shotgun.,Joke A,official_winner,Two very large mammoths are facing one another. On the back of the mammoth on the right there are 7 tiny cavemen trying to attack it with spears. The mammoth looks mildly annoyed by it.,The mammoth is large enough for 7 people to fit comfortable on top of it and their weapons are having no impact on it.
2002295950fcaa8ef788061183d26019,NYCC train 2002295950fcaa8ef788061183d26019,Who's the clown in the suit?,I always carry a few spares.,Joke A,official_winner,A clown takes his car to a mechanic. The mechanic opens the hood of the car and sees miniature clowns inside the hood of the car instead of an engine.,The car would not be able to move if the car was missing an engine and clowns do not hide in the hood of cars.
7ca381b7982cd52d10011936b4a432d9,NYCC train 7ca381b7982cd52d10011936b4a432d9,I'll write that down for you.,So why did you leave Red Lobster?,Joke B,official_winner,A huge lobster is in a chair. A man is reading a paper at the desk in front of him. They are in an office.,There is a gigantic lobster there. Lobsters are not that big.
be18aa4550fb69ea350e2a5c3b072cbb,NYCC train be18aa4550fb69ea350e2a5c3b072cbb,They've taken this ad campaign a little too far.,Why does everything look like food when I am on a diet?,Joke B,crowd_winner,A large sandwich is on the subway tracks. Two people look on while standing on a subway platform.,Subsandwhiches are usually a foot long but here it is being compared to a large subway train.
333193afa92f40c23e96a0516f59c1cd,NYCC train 333193afa92f40c23e96a0516f59c1cd,"Your x-rays show . . . well, you already know.","I may play God, but I don't wear a cape.",Joke A,official_winner,"Clark Kent gets found out to be Superman. The doctor is doing a checkup by opening Superman's shirt, Superman's costume is revealed underneath.",Superman doesn't have many weaknesses so it wouldn't make sense that he needed a checkup.
c59a54bab8fbcafe1bfef9dad2cf3584,NYCC train c59a54bab8fbcafe1bfef9dad2cf3584,You should probably pass if they offer stock options.,He doesn't think our New Yorker cartoons are funny.,Joke A,official_winner,"Several people are walking through the lobby of an office building. On one side of the office a man is restrained in the stocks, possibly as some type of punishment.",A man is being restrained in a way that has not been used for hundreds of years and it is happening in a modern environment.
310aeb02161f9d3780a4d721d789411a,NYCC train 310aeb02161f9d3780a4d721d789411a,He has recreational A.D.D.,Kitchen sink? No room!!,Joke A,official_winner,"One guy is introducing a dressed up man to the other man. The dressed up man has scuba gear, camping gear, sword, camera etc on him.","Man fully dressed up with different gear (hiking, fighting, camping, photography etc.) is unusual."
5b32b099074ea9560858cad322b1e057,NYCC train 5b32b099074ea9560858cad322b1e057,"Yes, we all had the potato salad. Why?",I really hope my wife packed LifeSavers.,Joke A,crowd_winner,A group of construction workers are sitting on a high beam pole while the grim reaper sits besides them. They are way up high to the point where buildings are below them.,The grim reaper is supposed to be a mythical being that does not exist.
283ee88917227506cb422c2007bd4305,NYCC train 283ee88917227506cb422c2007bd4305,Pay no attention to the man with the wooden leg.,I’ve a feeling we’re also not in Nantucket.,Joke B,official_winner,"The characters from the Wizard of Oz are walking down the yellow brick road. Captain Ahab is behind them, holding a harpoon.",These characters are not from the same novel.
e22ff09497f5ce29746dde3b437b1faf,NYCC train e22ff09497f5ce29746dde3b437b1faf,"After the exam, we need to discuss safe sex.",It could be a combination of things.,Joke B,official_winner,There is a safe in a doctor's office. The doctor is listening to it with her stethoscope.,A safe out in the open is out of place in an examination room.
88585281911278f991f8926d269c45eb,NYCC train 88585281911278f991f8926d269c45eb,Well? The swamp closed up over two hours ago.,"Yes, they're new shoes, but it's no one you know.",Joke B,official_winner,An alligator is coming through the doggie door in the door. A man looks at it angrily.,"An alligator is using the doggie door, not a dog."
5ed47d37f0942441dc320e2f90ca2f18,NYCC train 5ed47d37f0942441dc320e2f90ca2f18,"I'd guess you have really, really small hands?","Do you know why I pulled you over, or how?",Joke B,official_winner,There is a rocket on the road. A cop has stopped the rocket and is giving him a ticket.,There is a rocket driving on the road. Rockets belong in the sky.
2f691e0bf6114a77b11e4eba46383b53,NYCC train 2f691e0bf6114a77b11e4eba46383b53,You played great in your dreams. Now come back to bed.,"You know, dad, this is not making 'the talk' any less awkward.",Joke B,official_winner,A man is playing an electric guitar for a girl in her bedroom. He is playing it very fast.,The man is strumming the electric guitar too quickly and his arm looks like it will fall off.
3b2db59066bb718fe1e76a69ed9cdae6,NYCC train 3b2db59066bb718fe1e76a69ed9cdae6,Well the show's called 'The Bachelor' for a reason!,"I'm not feeling much love, but my arthritis is a lot better.",Joke B,official_winner,Two men are sitting in a living room. One of them has been shot with arrows. There is a baby Cupid sitting next to him.,The presence of Cupid and the fact the man is riddled with arrows.
8b637e8f679fc45587fe3e8a58dcfdfc,NYCC train 8b637e8f679fc45587fe3e8a58dcfdfc,"Next, after he turns around, we'll hear from the other side.",You're in luck. A slot for you just opened up in our kitchen.,Joke B,crowd_winner,There is restaurant host at his podium in the lobby of a restaurant who is talking. Next to him there is a piece of toast with arms and legs and a bowtie who is looking up at the host. The toast has a frown on its face.,It is unusual for a piece of toast to have arms and legs and to patronize a restaurant.
452f85eee897833c8618eccd9ac9e869,NYCC train 452f85eee897833c8618eccd9ac9e869,"I have to warn you, I don't exactly have a bladder of steel.",It's definitely slower but my frequent flier miles were expiring.,Joke A,official_winner,Superman is on the plane with regular citizens. There is a man sitting beside him and they give each other a glance.,Superman is known to fly. He usually does not need airplanes to travel.
710cbd0348698cad376c595e0d0f7abc,NYCC train 710cbd0348698cad376c595e0d0f7abc,25 punctures constitutes something more than a handshake,When did you first encounter my client's balloon?,Joke B,official_winner,"In a courtroom, there are three serious men in suits. The man sitting on a sofa chair has a hook hand and is being interrogated by a man standing up and holding a paper. The judge looks at this man sitting on the sofa.","It is unusual for people these days to have very backwards prosthetic hands. Hook hands were a relic of the past and were attributed to pirates, so this man might be in court for piracy."
9402ffe6fbfdeadc514f0d52bc21d78d,NYCC train 9402ffe6fbfdeadc514f0d52bc21d78d,Don't worry. I have a degree from Johns Hopkins.,"Trust me, I know the plague when I see it.",Joke B,official_winner,There is a giant rat dressed as a doctor. He is giving a prescription to a man. The man looks shocked.,"Humans-sized, clothing-wearing rats do not exist."
a4906329233efb31caab37277bcd136e,NYCC train a4906329233efb31caab37277bcd136e,"Well, well, well. If it isn't the one who got away.","Look, I was in a complicated relationship, okay?",Joke A,crowd_winner,Two fish are in the ocean and they seem to be having a discussion. One of the fish is normal and free to swim around while the other is mounted to a piece of wood that you'd hang on a wall. The mounted fish appears very angry.,One of the fish that is mounted on the wall like a trophy is still alive and is somehow back in the ocean.
d8700bfe9af9e72feb16a81253376c27,NYCC train d8700bfe9af9e72feb16a81253376c27,It looked so much better on Masterchef.,Did I mention I quit my job today?,Joke B,official_winner,Two people are standing in the backyard at the grill. There is a briefcase being cooked on the grill.,Briefcases are not food and shouldn't be grilled.
2452af9e00ee3ecc49999831b1e35176,NYCC train 2452af9e00ee3ecc49999831b1e35176,So how much of the story is autobiographical?,"I tell you, I just didn't see this coming.",Joke A,official_winner,Cave people are having a get together in a cave. A group of them is looking at drawings on the wall. One couple looks to have just arrived and is talking to someone with a spear in their body. The artwork features a figure with a that is running with a spear through their body.,It is strange to see someone standing around talking with such a serious injury.
f1c9f1dcfb39326f9c0759b0467ecda2,NYCC train f1c9f1dcfb39326f9c0759b0467ecda2,"If we can't see him, he can't see us.","Alright, folks, it’s crunch time.",Joke B,official_winner,There is a table with papers and cups on it. A bunch of people are laying under the table.,People don't lay under tables like dogs usually.
